Worker_refined,repo_refined,Coding Effort,"Month, Day, Year of Date"
yzz,SVY,0,8/28/2015
poj,LZH,5,8/28/2015
rls,USZ,0,8/28/2015
rls,LNZ,5,8/28/2015
twt,MRX,0,8/28/2015
uji,YCE,0,8/28/2015
jti,ZRK,0,8/28/2015
ukk,PLS,0,8/28/2015
clt,PCS,0,8/28/2015
gur,EBB,5,8/28/2015
lkz,RRO,0,8/28/2015
jin,JIV,0,8/28/2015
jin,MRX,0,8/28/2015
udv,HEL,5,8/28/2015
fqc,DGS,5,8/28/2015
lju,DGS,5,8/28/2015
qky,BKC,5,8/28/2015
uqe,SMD,0,8/28/2015
cvo,VRS,0,8/28/2015
htt,DBI,1.52,8/28/2015
htt,NIW,3.46,8/28/2015
htt,FAB,0,8/28/2015
tpy,VRS,5,8/28/2015
str,VIX,5,8/28/2015
mfw,ZVN,0,8/28/2015
gap,GKD,0,8/28/2015
crq,EUQ,0,8/28/2015
fvu,LQX,5,8/28/2015
lzj,JHQ,5,8/28/2015
ple,ZSI,0,8/28/2015
ydg,TSE,1.94,8/28/2015
fqd,HEL,0,8/28/2015
udl,OFI,0,8/28/2015
oky,FAB,0,8/28/2015
fbh,UKA,5,8/28/2015
pfm,HTV,0.88,8/28/2015
pfm,ZOI,4.11,8/28/2015
euc,UKA,5,8/28/2015
bgr,YAM,0,8/28/2015
gqo,YAY,2.3,8/28/2015
jjx,EGN,0.01,8/28/2015
jjx,LQD,0,8/28/2015
jjx,AGH,3.91,8/28/2015
jjx,SDN,1.07,8/28/2015
ged,EGL,0,8/28/2015
lha,TSE,5,8/28/2015
kwi,FPE,3,8/28/2015
kwi,OFI,1.99,8/28/2015
geh,XWQ,5,8/28/2015
jwx,DKJ,5,8/28/2015
mfo,XWQ,5,8/28/2015
dcz,CUI,0,8/28/2015
lod,HEL,0,8/28/2015
oot,HSS,2.42,8/28/2015
ida,VQW,5,8/28/2015
ukt,TBM,2.2,8/28/2015
ukt,USA,1.74,8/28/2015
ukt,AVR,1.04,8/28/2015
jaw,EVF,0,8/28/2015
jaw,UYG,0,8/28/2015
hrk,DQZ,0,8/28/2015
tbv,HEL,0,8/28/2015
npt,KAM,5,8/28/2015
djy,LSY,5,8/28/2015
rkn,RBD,0,8/28/2015
urj,KXB,5,8/28/2015
sjz,DLZ,5,8/28/2015
syo,VBP,5,8/28/2015
fko,PAC,0,8/28/2015
mrd,PNJ,0,8/28/2015
nfm,NZT,5,8/28/2015
hxm,FRR,5,8/28/2015
myg,BVQ,5,8/28/2015
nzb,HEL,0,8/28/2015
ips,PLS,0,8/28/2015
clv,FBN,0,8/28/2015
bar,GXB,0,8/28/2015
tkt,DCM,5,8/28/2015
ink,OBU,0,8/28/2015
thf,HIS,0,8/28/2015
quo,RKW,5,8/28/2015
mmj,FAB,0,8/28/2015
ygk,EFJ,5,8/28/2015
amr,FOW,5,8/28/2015
yuu,FPE,5,8/28/2015
hkg,AOZ,0,8/28/2015
rfs,FAB,0,8/28/2015
fmc,LBE,0,8/28/2015
ukf,FAB,0,8/28/2015
xky,QDE,0,8/28/2015
jbn,LZH,2.13,8/28/2015
tpt,YFB,5,8/28/2015
idp,XXW,0.02,8/28/2015
mki,GIZ,0,8/28/2015
ekw,KFR,5,8/28/2015
jjt,HSS,5,8/28/2015
iea,UPT,0,8/28/2015
eax,JHQ,3.15,8/28/2015
eax,QAT,1.84,8/28/2015
iag,MKJ,0.56,8/28/2015
aau,XUY,5,8/28/2015
ouj,MUT,5,8/28/2015
qqw,VNN,3.78,8/28/2015
qqw,ZOI,1.21,8/28/2015
lpd,FKF,5,8/28/2015
itl,TDR,5,8/28/2015
mcl,HIS,0,8/28/2015
iiw,JIW,0.22,8/28/2015
iiw,MUT,0.5,8/28/2015
iiw,ZGM,4.27,8/28/2015
aaw,MWP,0,8/28/2015
esi,RLM,0,8/28/2015
xzy,HJW,0,8/28/2015
uyv,JDN,0,8/28/2015
fes,HSS,0,8/28/2015
jjj,KAM,5,8/28/2015
jjz,MZA,5,8/28/2015
luh,PIL,0,8/28/2015
bfs,KAM,5,8/28/2015
heo,AOZ,0,8/28/2015
xik,DKD,5,8/28/2015
kps,KOB,0.43,8/28/2015
kps,MUT,1.69,8/28/2015
kps,UYG,0,8/28/2015
kps,OOL,0,8/28/2015
kps,LET,2.87,8/28/2015
nhc,KAM,5,8/28/2015
xkp,KAM,0,8/28/2015
sof,DKD,5,8/28/2015
aqe,JDN,0,8/28/2015
bor,HOE,5,8/28/2015
hln,ZZO,0,8/28/2015
zqq,ZZO,0,8/28/2015
nnn,FAB,0,8/28/2015
uyn,LHC,0,8/28/2015
niw,ZZO,5,8/28/2015
hbk,PCS,0,8/28/2015
czn,KAM,5,8/28/2015
ldx,MZA,5,8/28/2015
hoa,MKJ,5,8/28/2015
fcr,DGS,0,8/28/2015
azf,DGS,0,8/28/2015
ptk,VRS,0,8/28/2015
ewz,WOZ,0,8/28/2015
enx,NLY,5,8/28/2015
bek,VXK,5,8/28/2015
mya,SUE,0,8/28/2015
kog,XHS,5,8/28/2015
dop,DBU,5,8/28/2015
obu,RKY,0,8/28/2015
mji,VXK,5,8/28/2015
llr,UAO,5,8/28/2015
vot,UMB,0,8/28/2015
uxe,DCM,5,8/28/2015
mah,PHM,5,8/28/2015
thl,PKG,5,8/28/2015
bvx,QTK,0,8/28/2015
vdi,KSD,0,8/28/2015
dkw,CRD,0,8/28/2015
jjb,CRD,5,8/28/2015
wmu,LJG,0,8/28/2015
lfg,GRN,0,8/28/2015
now,GRN,0,8/28/2015
puf,GRN,0,8/28/2015
nkp,UMO,0,8/28/2015
sjk,IVC,0,8/28/2015
rcs,FTK,5,8/28/2015
ymw,HEL,5,8/28/2015
oda,XQB,5,8/28/2015
cgp,ZZO,5,8/28/2015
msd,KFR,5,8/28/2015
phy,VNN,4.63,8/28/2015
phy,WFL,0,8/28/2015
phy,MUT,0.36,8/28/2015
ifd,GTX,5,8/28/2015
vqd,BGL,0,8/28/2015
odx,BGL,0,8/28/2015
vls,AOZ,0,8/28/2015
zjf,XBM,0,8/28/2015
qls,ATT,0,8/28/2015
vsv,XBM,0,8/28/2015
ubo,VXK,5,8/28/2015
ybe,MZA,5,8/28/2015
qsu,FAB,0,8/28/2015
usi,USA,5,8/28/2015
xpv,PCS,5,8/28/2015
ssy,JXW,0,8/28/2015
zqt,HFQ,5,8/28/2015
oby,ATT,5,8/28/2015
smn,AAA,5,8/28/2015
nxz,LJG,0,8/28/2015
lro,APY,0,8/28/2015
dhp,BKW,0,8/28/2015
yrf,ATT,3.09,8/28/2015
xkl,QTK,5,8/28/2015
cms,AOZ,0,8/28/2015
lpz,UMB,0,8/28/2015
kbm,GKD,0,8/28/2015
hsx,LBE,0,8/28/2015
dnh,YEO,5,8/28/2015
oug,IWF,0,8/28/2015
qpl,AAA,0,8/28/2015
rtn,ATT,5,8/28/2015
ysm,DQY,0,8/28/2015
jed,KSD,0.26,8/28/2015
rqi,HWK,0,8/28/2015
vzi,VRS,5,8/28/2015
bee,OOL,0,8/28/2015
lpl,ZAL,0.01,8/28/2015
its,ZFA,0,8/28/2015
nct,OQA,5,8/28/2015
dfh,BNI,0,8/28/2015
qgy,GXB,5,8/28/2015
edm,KGD,0,8/28/2015
iwb,HOB,5,8/28/2015
svt,AKZ,0,8/28/2015
blj,KOB,5,8/28/2015
nuv,YEO,5,8/28/2015
ijm,AAA,0,8/28/2015
xoi,VYF,0,8/28/2015
xoi,SDX,0,8/28/2015
hza,TBF,0,8/28/2015
ffx,UAO,0,8/28/2015
aet,EKN,0,8/28/2015
ant,CRD,0,8/28/2015
mmb,CUE,0,8/28/2015
nex,MRX,0,8/28/2015
iup,GVC,0,8/28/2015
ucz,XWX,0,8/28/2015
kzd,NUH,0,8/28/2015
fsd,KAM,5,8/28/2015
ekb,KAM,5,8/28/2015
ekb,MNG,0,8/28/2015
ncs,IJD,0,8/28/2015
aqp,OBV,5,8/28/2015
von,KAM,5,8/28/2015
idx,FBN,5,8/28/2015
lyb,KAM,5,8/28/2015
dyq,DCM,5,8/28/2015
gzw,XBY,5,8/28/2015
gzw,ZIG,0,8/28/2015
uhi,UTL,0,8/28/2015
edw,JFO,5,8/28/2015
xaq,JXW,0,8/28/2015
nvp,IFB,0,8/28/2015
msy,QMH,0,8/28/2015
dqd,DCM,0,8/28/2015
cuc,FJS,0,8/28/2015
ueu,GIZ,0,8/28/2015
zpu,HEL,1.28,8/28/2015
ege,SBM,5,8/28/2015
dnr,XSV,5,8/28/2015
hhr,HFQ,5,8/28/2015
kgl,UAO,0,8/28/2015
xrn,XYF,5,8/28/2015
puz,VGS,0,8/28/2015
elm,KAM,5,8/28/2015
lih,JXW,0,8/28/2015
jau,PPU,5,8/28/2015
mec,VTP,5,8/28/2015
tqc,QHF,3.16,8/28/2015
wtw,JIV,5,8/28/2015
kum,KCJ,0,8/28/2015
hxq,KFR,0,8/28/2015
azn,EKN,5,8/28/2015
woz,QQS,0,8/28/2015
mxf,KFR,5,8/28/2015
hqx,VRS,0,8/28/2015
rfk,YJP,0,8/28/2015
dst,CUI,0,8/28/2015
fel,GVC,0,8/28/2015
ovg,UYG,0,8/28/2015
oyn,EVF,4.99,8/28/2015
oyn,EFF,0,8/28/2015
btv,YZO,0,8/28/2015
kfg,NDJ,3.69,8/28/2015
kfg,ALN,1.3,8/28/2015
kxo,LWC,5,8/28/2015
rrt,FCO,0,8/28/2015
vnb,YAM,0,8/28/2015
ruj,XNU,5,8/28/2015
zgk,XNU,2.84,8/28/2015
rkw,LOC,0,8/28/2015
iwe,HRM,5,8/28/2015
cye,JIV,0,8/28/2015
ahn,LSY,5,8/28/2015
xvq,CRD,5,8/28/2015
zxz,NHF,5,8/28/2015
tdb,PUX,5,8/28/2015
bij,UTD,0.87,8/28/2015
bij,OUR,0.94,8/28/2015
bij,NSO,0,8/28/2015
bij,IWR,2.82,8/28/2015
bij,GJE,0.35,8/28/2015
htu,JHS,0,8/28/2015
xkf,JHS,5,8/28/2015
ypi,YOS,0,8/28/2015
pdc,FJV,5,8/28/2015
kdb,QMW,5,8/28/2015
tqg,YFB,5,8/28/2015
wtm,RIP,5,8/28/2015
psg,XWX,0,8/28/2015
jnp,PYN,0,8/28/2015
xas,HWK,0,8/28/2015
xkb,VRS,0,8/28/2015
zuu,HEL,5,8/28/2015
cvw,HEL,0,8/28/2015
gvq,HEL,0,8/28/2015
yds,ATT,0,8/28/2015
ycq,YEV,5,8/28/2015
epj,LHC,0,8/28/2015
epj,BZZ,0,8/28/2015
yuq,YZE,5,8/28/2015
ftl,FCO,0,8/28/2015
ixj,XJW,5,8/28/2015
xqc,SLP,0,8/28/2015
kxg,MRX,0,8/28/2015
wht,ADZ,5,8/28/2015
tee,RLJ,5,8/28/2015
bzu,XWQ,5,8/28/2015
fbo,GHF,5,8/28/2015
lau,WQD,0,8/28/2015
tmr,BCR,5,8/28/2015
arr,HIS,0,8/28/2015
wwb,FJV,5,8/28/2015
pfg,KEN,5,8/28/2015
qaa,JIV,5,8/28/2015
bgm,HVO,1.3,8/28/2015
bgm,WPT,3.69,8/28/2015
bgm,GYM,0,8/28/2015
kgo,TFM,4.99,8/28/2015
kgo,VVG,0,8/28/2015
bea,LJR,5,8/28/2015
idc,MRX,0,8/28/2015
mxb,JHS,5,8/28/2015
ebc,HFQ,0,8/28/2015
xoe,LSY,5,8/28/2015
rdn,VRS,5,8/28/2015
hnj,LJR,0,8/28/2015
lmn,HEL,5,8/28/2015
rgs,HRM,5,8/28/2015
uob,UPT,5.15,8/28/2015
mxi,AOZ,0,8/28/2015
pur,JCP,0,8/28/2015
ajm,VTP,0,8/28/2015
ajm,RDN,4.99,8/28/2015
mrz,LRF,0,8/28/2015
hhj,QRU,5,8/28/2015
zrg,PPY,0,8/28/2015
nnq,HFQ,0,8/28/2015
ozd,HFQ,5,8/28/2015
wjw,SME,5,8/28/2015
bov,VNN,5,8/28/2015
hmw,GYI,2.36,8/28/2015
hmw,WTN,2.63,8/28/2015
jqs,XPU,5,8/28/2015
zlv,NBJ,0,8/28/2015
udc,HFQ,5,8/28/2015
pod,HFQ,0,8/28/2015
ofp,JXW,5,8/28/2015
nvi,SDV,1.21,8/28/2015
nvi,XWW,3.78,8/28/2015
pyo,YFB,5,8/28/2015
pru,JHS,5,8/28/2015
luc,ONG,0,8/28/2015
ruv,NOD,5,8/28/2015
dro,JIV,0,8/28/2015
uoa,OQA,5,8/28/2015
wjh,CQO,3.91,8/28/2015
wjh,IDP,0.54,8/28/2015
wjh,LHC,0.54,8/28/2015
wir,KGD,0,8/28/2015
hjt,DZF,5,8/28/2015
ybs,DQZ,3.77,8/28/2015
ybs,JYX,1.22,8/28/2015
dsi,XDJ,0,8/28/2015
ope,GPW,0,8/28/2015
kzv,HIS,0,8/28/2015
baf,LRF,0,8/28/2015
ibh,RRO,0,8/28/2015
ogy,UPT,5,8/28/2015
leo,BKU,5,8/28/2015
yfl,HWK,0,8/28/2015
bla,RLJ,5,8/28/2015
hub,KFR,2.48,8/28/2015
gle,XDJ,0,8/28/2015
cat,TSZ,3.32,8/28/2015
ies,OOT,0,8/28/2015
jbx,ZWL,0,8/28/2015
kzj,FRR,5,8/28/2015
feu,LDD,5,8/28/2015
xpt,CUI,0,8/28/2015
wpd,LBE,5,8/28/2015
rko,BIL,5,8/28/2015
cuh,HFQ,0,8/28/2015
xdd,BIM,0.92,8/28/2015
xdd,SBZ,4.07,8/28/2015
wsn,HWK,0,8/28/2015
cjv,UKA,0.69,8/28/2015
uzc,CCP,5,8/28/2015
oyv,HSS,0,8/28/2015
joi,HSS,0,8/28/2015
kjw,XWQ,0,8/28/2015
cbk,ZTD,5,8/28/2015
jrh,ZZO,5,8/28/2015
fdy,KGD,5,8/28/2015
phi,NBJ,0,8/28/2015
pzq,QAT,0,8/28/2015
egq,FIS,5,8/28/2015
aqs,YAM,0,8/28/2015
fqi,QMB,0,8/28/2015
tpz,FPM,0,8/28/2015
wuq,JTA,0,8/28/2015
dea,ZVR,0,8/28/2015
ups,JID,0,8/28/2015
olu,IJD,5,8/28/2015
qhq,JXW,0,8/28/2015
ipn,HXK,0,8/28/2015
bet,BEL,5,8/28/2015
gec,RRJ,5,8/28/2015
mei,PKI,0,8/28/2015
tvj,JGG,5,8/28/2015
cvv,PKI,5,8/28/2015
gyy,JFI,5,8/28/2015
vbk,JFI,0,8/28/2015
lms,JFI,0,8/28/2015
uxj,JGG,0,8/28/2015
nfq,OBZ,5,8/28/2015
egv,AWN,0,8/28/2015
kcj,KGD,0,8/28/2015
gkf,XXM,0,8/28/2015
vjd,FAI,2.55,8/28/2015
vjd,IBL,0,8/28/2015
hpn,HFQ,0,8/28/2015
iem,FCO,0,8/28/2015
sck,YFB,0,8/28/2015
mwd,BSU,1.99,8/28/2015
mwd,XAA,1.99,8/28/2015
qzt,BKW,0,8/28/2015
kbx,RLM,5,8/28/2015
fxp,OOT,5,8/28/2015
vda,JFI,0,8/28/2015
cya,PKI,0,8/28/2015
iik,PKI,5,8/28/2015
yov,JFI,0,8/28/2015
nsv,TXR,5,8/28/2015
ylp,JGG,5,8/28/2015
klv,OVW,0,8/28/2015
bao,XWQ,5,8/28/2015
kxx,RXD,4.73,8/28/2015
kxx,TQG,0.26,8/28/2015
dtz,KGD,3.37,8/28/2015
dtz,GYL,1.62,8/28/2015
ayj,XHS,0.31,8/28/2015
ayj,TEK,4.68,8/28/2015
ooa,HWK,5,8/28/2015
nvo,ZZO,0,8/28/2015
bks,YWN,0,8/28/2015
wop,HIS,0,8/28/2015
jif,EVF,5,8/28/2015
jif,EFF,0,8/28/2015
edx,RRC,0,8/28/2015
jxp,BCW,0,8/28/2015
jxp,QGD,0,8/28/2015
wjd,LOA,0,8/28/2015
owb,LJR,0,8/28/2015
ppr,MQF,0.92,8/28/2015
ppr,ZIG,0.91,8/28/2015
nqf,QQX,5,8/28/2015
par,JHQ,5,8/28/2015
sqp,XDJ,0,8/28/2015
see,XDJ,5,8/28/2015
qcp,XDJ,0,8/28/2015
jav,NIH,0.49,8/28/2015
jav,TFU,0,8/28/2015
jav,UDG,2.11,8/28/2015
jav,RIT,2.37,8/28/2015
jav,UYG,0,8/28/2015
sai,ZSE,5,8/28/2015
buf,VUM,0,8/28/2015
rof,YBP,0,8/28/2015
tji,JTA,0,8/28/2015
ghl,WKK,0,8/28/2015
ejy,LJR,0,8/28/2015
vre,KAM,3.07,8/28/2015
vre,MNG,0,8/28/2015
lrz,ZZO,0,8/28/2015
chc,DQZ,5,8/28/2015
wwh,POX,0,8/28/2015
rvc,FCO,0,8/28/2015
hxf,OOL,0,8/28/2015
zeg,MQF,5,8/28/2015
nph,OGF,0,8/28/2015
ori,XQB,5,8/28/2015
xoy,XDJ,0.77,8/28/2015
iyt,VRS,0,8/28/2015
irf,MQF,1.66,8/28/2015
irf,ZIG,3.33,8/28/2015
bhl,ZIG,5,8/28/2015
fct,XWQ,0,8/28/2015
ylh,DGS,0,8/28/2015
sbe,JLO,5,8/28/2015
csa,ZWL,5,8/28/2015
xuu,JTA,2.95,8/28/2015
mzr,AQB,0,8/28/2015
shi,EVF,5,8/28/2015
das,GXB,0,8/28/2015
ljx,GQY,2.64,8/28/2015
ljx,HTV,0.62,8/28/2015
ljx,ZOI,1.73,8/28/2015
pha,FCJ,5,8/28/2015
wsu,LZH,0,8/28/2015
ffr,DLZ,5,8/28/2015
ako,ZSI,5,8/28/2015
cpe,ETV,5,8/28/2015
zep,LZH,5,8/28/2015
fov,ZBP,5,8/28/2015
ibt,TEK,0,8/28/2015
vzm,BEL,5,8/28/2015
mje,RLM,5,8/28/2015
qqk,KGD,0,8/28/2015
lnv,LOC,0,8/28/2015
xou,ANF,0.48,8/28/2015
xou,ZCA,4.51,8/28/2015
jvh,WWV,0,8/28/2015
kdz,XWQ,5,8/28/2015
bxm,SHR,0,8/28/2015
gas,SBM,5,8/28/2015
paf,OOT,3.37,8/28/2015
wyw,XBV,5,8/28/2015
cbd,GYI,2.17,8/28/2015
cbd,WTN,2.82,8/28/2015
pld,NMU,1.84,8/28/2015
gri,LJR,1.62,8/28/2015
ifa,TSE,5,8/28/2015
obp,DSZ,5,8/28/2015
ihn,CUE,0,8/28/2015
qwx,XIH,5,8/28/2015
npi,HBL,0,8/28/2015
kig,JXW,0,8/28/2015
osl,EGN,1.59,8/28/2015
osl,AGH,1.54,8/28/2015
osl,WFP,1.31,8/28/2015
osl,NQG,0.53,8/28/2015
czu,WUD,5,8/28/2015
sdu,TCS,5,8/28/2015
uyb,HWK,5,8/28/2015
woi,DSZ,0,8/28/2015
xug,AQV,5,8/28/2015
wgh,MWP,0,8/28/2015
qna,HMF,5,8/28/2015
dqc,KGD,5,8/28/2015
vth,XYA,0,8/28/2015
jfr,RXD,0,8/28/2015
joy,ZZO,5,8/28/2015
vsm,XBM,0,8/28/2015
haf,GSE,0,8/28/2015
igj,KXS,0,8/28/2015
weg,FKJ,0,8/28/2015
vch,MQB,0,8/28/2015
vyu,XBV,5,8/28/2015
nee,XKI,3.52,8/28/2015
nee,RXS,1.47,8/28/2015
nmt,SXE,0,8/28/2015
xsb,VKE,0,8/28/2015
vfq,OBU,0,8/28/2015
qdl,WJE,5,8/28/2015
jbu,NBX,5,8/28/2015
dsu,HWF,0,8/28/2015
zow,AXX,2.54,8/28/2015
zow,XSF,2.45,8/28/2015
cjl,LZH,3.11,8/28/2015
gem,YEV,0,8/28/2015
tpf,ADZ,5,8/28/2015
jzl,MRX,0,8/28/2015
hob,CGE,5,8/28/2015
xwq,YAM,0,8/28/2015
vpy,LZH,0,8/28/2015
vpl,ZZO,0,8/28/2015
ggv,DCN,5,8/28/2015
wgu,CIC,0,8/28/2015
xgt,VMW,0,8/28/2015
kaa,JXW,0,8/28/2015
bji,HIS,0,8/28/2015
bji,KGO,0,8/28/2015
oop,YEV,5,8/28/2015
cik,EGO,0,8/28/2015
wsf,XBV,5,8/28/2015
hdd,WEH,0,8/28/2015
men,NHF,4.18,8/28/2015
men,JJP,0.81,8/28/2015
wnj,OJG,5,8/28/2015
ykl,XDJ,0,8/28/2015
ejk,ZOD,4.49,8/28/2015
ejk,GYL,0.5,8/28/2015
oab,UAO,5,8/28/2015
jub,RPO,4.98,8/28/2015
jub,YNS,0.01,8/28/2015
fbq,RLM,0.99,8/28/2015
fbq,NWN,4,8/28/2015
hrb,JTV,0,8/28/2015
nlj,JTV,0,8/28/2015
zvp,BKW,0,8/28/2015
kzi,XBV,0,8/28/2015
pgv,DSZ,5,8/28/2015
dfk,PHM,5,8/28/2015
zme,WQD,5,8/28/2015
zvt,JGG,5,8/28/2015
dec,YBP,0,8/28/2015
whq,MRX,0,8/28/2015
ith,LZH,5,8/28/2015
qpb,KYL,5,8/28/2015
zao,UAO,5,8/28/2015
cli,CUI,0,8/28/2015
lif,DCM,5,8/28/2015
xfr,NWC,5,8/28/2015
wyd,MRX,0,8/28/2015
vwn,DNV,5,8/28/2015
pse,FJV,0,8/28/2015
sir,FIS,0,8/28/2015
kjv,QQS,0,8/28/2015
tpu,UZE,5,8/28/2015
kwy,GQY,4.52,8/28/2015
kwy,HTV,0.42,8/28/2015
kwy,ZOI,0.05,8/28/2015
abm,SKK,3.61,8/28/2015
abm,QLR,1.38,8/28/2015
muq,KSD,0,8/28/2015
tzw,HEL,0,8/28/2015
yhd,BIL,0.37,8/28/2015
yhd,AXX,1.45,8/28/2015
yhd,XSF,3.17,8/28/2015
vud,JGP,0.2,8/28/2015
vud,OBU,4.79,8/28/2015
gib,AAH,0,8/28/2015
hia,PRP,0,8/28/2015
aff,DCM,5,8/28/2015
fxh,PLS,0,8/28/2015
ads,LZH,0,8/28/2015
aeb,XZE,3.25,8/28/2015
zmh,MTH,0,8/28/2015
rpx,WZI,0,8/28/2015
kim,JAG,0,8/28/2015
rvv,LZH,5,8/28/2015
ivm,XYF,0,8/28/2015
nve,IDO,0,8/28/2015
voi,DJV,5,8/28/2015
rue,PUX,5,8/28/2015
zxn,EUQ,0,8/28/2015
ttz,EUQ,0,8/28/2015
nix,DKD,0,8/28/2015
nyo,WOY,0,8/28/2015
eyz,JXW,0,8/28/2015
hae,KGD,0,8/28/2015
kee,AAJ,0.13,8/28/2015
kee,ZAJ,4.86,8/28/2015
fhp,DGS,5,8/28/2015
tml,DKJ,5,8/28/2015
axh,YYI,3.75,8/28/2015
wex,GRN,0,8/28/2015
dir,RLJ,5,8/28/2015
pdp,JQG,5,8/28/2015
ixx,XBV,5,8/28/2015
cpt,XBV,5,8/28/2015
fje,VXK,5,8/28/2015
ais,ASY,5,8/28/2015
gts,HOU,4.96,8/28/2015
shl,LXU,0,8/28/2015
sms,UEE,4.91,8/28/2015
sms,PKU,0.08,8/28/2015
egj,DGS,0,8/28/2015
yxr,DGS,0,8/28/2015
qhp,XDJ,0,8/28/2015
fsh,JGG,0,8/28/2015
xdy,NBX,0,8/28/2015
dho,ZAL,0,8/28/2015
cev,NEL,0.42,8/28/2015
cev,EEX,4.57,8/28/2015
ngo,VXK,5,8/28/2015
jlu,XIZ,5,8/28/2015
lns,UKA,0,8/28/2015
mrn,HWK,5,8/28/2015
znd,KAM,5.22,8/28/2015
kad,KAM,5,8/28/2015
kad,MNG,0,8/28/2015
kad,ECK,0,8/28/2015
hjv,KAM,5,8/28/2015
egb,LZH,5,8/28/2015
ezw,TLL,0,8/28/2015
oeb,HBL,3.19,8/28/2015
kzt,HAR,0,8/28/2015
ihr,BUZ,0,8/28/2015
vgd,TSE,5,8/28/2015
nxe,HFQ,0,8/28/2015
udr,VUM,0.12,8/28/2015
lse,LJR,0,8/28/2015
mmw,ECO,0,8/28/2015
sco,MRX,0,8/28/2015
jic,TCS,0,8/28/2015
mpt,APY,0,8/28/2015
yui,NZT,5,8/28/2015
ott,AAA,0,8/28/2015
eiw,HWK,0,8/28/2015
eck,GRM,5,8/28/2015
grf,JIY,5,8/28/2015
grf,VHN,0,8/28/2015
rzu,XWQ,0,8/28/2015
wgp,XNP,0,8/28/2015
yfh,JIV,0,8/28/2015
sze,IWF,0,8/28/2015
zsd,MRX,0,8/28/2015
cus,TBF,0,8/28/2015
noy,EUQ,0,8/28/2015
miy,EUQ,0,8/28/2015
cvt,EUQ,0,8/28/2015
qid,YRD,0,8/28/2015
zap,ZOD,0,8/28/2015
apj,KGD,5,8/28/2015
sbo,QZI,0,8/28/2015
alb,XBV,5,8/28/2015
feb,TVV,0,8/28/2015
rvi,TFM,5,8/28/2015
qwn,HRM,5,8/28/2015
yyp,SGT,0,8/28/2015
yyp,EXO,2.08,8/28/2015
yyp,VOX,0.69,8/28/2015
yyp,OGA,2.21,8/28/2015
njf,CQO,5,8/28/2015
njf,QEM,0,8/28/2015
pzf,USA,5,8/28/2015
xjt,VGS,5,8/28/2015
tuc,YEV,0,8/28/2015
skt,FPE,0,8/28/2015
uap,OFI,5,8/28/2015
vyp,LJR,5,8/28/2015
ybd,HEL,5,8/28/2015
vwu,HEL,5,8/28/2015
qro,QZO,5,8/28/2015
jhg,MQF,5,8/28/2015
usg,AOZ,0,8/28/2015
jpk,YPP,3.21,8/28/2015
jpk,KEN,1.78,8/28/2015
oip,EUQ,0,8/28/2015
fed,EUQ,0,8/28/2015
jdx,HEL,1.34,8/28/2015
hxg,HEL,5,8/28/2015
eab,HIS,0,8/28/2015
osm,MRX,0,8/28/2015
eol,FJV,5,8/28/2015
ubp,OFI,5,8/28/2015
stp,RPY,5,8/28/2015
ynm,LSY,5,8/28/2015
uvd,GQK,5,8/28/2015
awg,EGO,0,8/28/2015
sog,SHR,5,8/28/2015
oji,HEL,5,8/28/2015
obq,XDJ,0,8/28/2015
hrz,ZAL,5,8/28/2015
hag,WKK,0,8/28/2015
nue,HEL,5,8/28/2015
qsc,IHW,5,8/28/2015
alv,BIM,2.5,8/28/2015
alv,QWB,2.5,8/28/2015
lyu,HEL,5,8/28/2015
kst,MRX,0,8/28/2015
fvq,WKD,0,8/28/2015
mtu,HFQ,0,8/28/2015
oxj,JFI,5,8/28/2015
ocx,HFQ,0,8/28/2015
bby,EUQ,0,8/28/2015
vco,XDJ,0,8/28/2015
mxt,XDJ,0.03,8/28/2015
thn,OVI,3.8,8/28/2015
thn,LDN,1.19,8/28/2015
qgm,JXW,5,8/28/2015
whw,NIK,0.01,8/28/2015
nsf,STO,0,8/28/2015
mua,NLY,0,8/28/2015
nnl,KGD,0,8/28/2015
fxg,QZO,0,8/28/2015
hkk,QZO,5,8/28/2015
hts,NZT,0,8/28/2015
cle,BKW,0,8/28/2015
qhy,MZA,5,8/28/2015
fmx,CRD,5,8/28/2015
xbg,XSV,3.45,8/28/2015
hfw,NLY,5,8/28/2015
dtb,HEL,5,8/28/2015
bko,LZH,5,8/28/2015
slc,JIV,0,8/28/2015
orr,CIC,0,8/28/2015
qfl,XBV,0,8/28/2015
psk,ZFM,0.08,8/28/2015
zkz,LWC,5,8/28/2015
kpc,FGL,0,8/28/2015
tat,HFQ,0,8/28/2015
cvr,XDJ,0,8/28/2015
wpn,ASP,0,8/28/2015
kbw,DQZ,0,8/28/2015
jyw,CRD,2.72,8/28/2015
jyw,SUE,2.27,8/28/2015
zgc,SBM,0,8/28/2015
har,FAB,0,8/28/2015
che,JTV,0,8/28/2015
grp,TBF,2.3,8/28/2015
hig,ZFM,0,8/28/2015
qeq,MRX,0,8/28/2015
orv,YZG,5,8/28/2015
orv,GVD,0,8/28/2015
yei,XDJ,0,8/28/2015
xpk,XDJ,0,8/28/2015
yqg,LJG,0,8/28/2015
gza,HEL,5,8/28/2015
xoa,HEL,5,8/28/2015
vlu,KGD,0,8/28/2015
vlu,JBF,5,8/28/2015
dvl,COH,5,8/28/2015
hdj,XDJ,0,8/28/2015
